Data operacji;Rodzaj;Wartość;Waluta;Saldo całkowite po operacji
"08-05-2020 17:02:50";"Otrzymanie środków z transakcji na rachunek";"43.85";"PLN";"44.33"
"08-05-2020 17:02:50";"Pobranie środków z transakcji z rachunku";"-22.49230769";"ZRX";"17.62829145"
"08-05-2020 16:59:43";"Pobranie środków z transakcji z rachunku";"-52.96";"PLN";"0.48"
"08-05-2020 16:59:43";"Pobranie prowizji za transakcję";"-0.12311946";"ZRX";"40.12059914"
"08-05-2020 16:59:43";"Otrzymanie środków z transakcji na rachunek";"28.63243243";"ZRX";"40.2437186"
"08-05-2020 16:59:26";"Pobranie środków z transakcji z rachunku";"-21.57";"PLN";"53.44"
"08-05-2020 16:59:26";"Pobranie prowizji za transakcję";"-0.05014416";"ZRX";"11.61128617"
"08-05-2020 16:59:26";"Otrzymanie środków z transakcji na rachunek";"11.66143033";"ZRX";"11.66143033"
"06-05-2020 02:30:43";"Pobranie prowizji za transakcję";"-0.00000596";"BTC";"0.01995227"
"06-05-2020 02:30:43";"Otrzymanie środków z transakcji na rachunek";"0.00198439";"BTC";"0.01995823"
"06-05-2020 02:30:43";"Pobranie środków z transakcji z rachunku";"-75.00";"PLN";"75.01"
"04-05-2020 14:54:35";"Wpłata na rachunek";"150.00";"PLN";"150.01"
"29-04-2020 18:23:48";"Pobranie środków z transakcji z rachunku";"-148.91";"PLN";"0.01"
"29-04-2020 18:23:48";"Pobranie prowizji za transakcję";"-0.00001779";"BTC";"0.01797384"
"29-04-2020 18:23:48";"Otrzymanie środków z transakcji na rachunek";"0.00413678";"BTC";"0.01799163"
"29-04-2020 16:38:53";"Pobranie prowizji za transakcję";"-0.45";"PLN";"148.92"
"29-04-2020 16:38:53";"Otrzymanie środków z transakcji na rachunek";"149.36";"PLN";"149.37"
"29-04-2020 16:38:53";"Pobranie środków z transakcji z rachunku";"-0.74719838";"LTC";"0.00"
"29-04-2020 15:10:47";"Pobranie środków z transakcji z rachunku";"-150.00";"PLN";"0.01"
"29-04-2020 15:10:47";"Pobranie prowizji za transakcję";"-0.00322683";"LTC";"0.74719838"
"29-04-2020 15:10:47";"Otrzymanie środków z transakcji na rachunek";"0.75042521";"LTC";"0.75042521"
"29-04-2020 12:03:21";"Wpłata na rachunek";"150.00";"PLN";"150.01"
"29-04-2020 11:54:12";"Pobranie prowizji za transakcję";"-0.00001286";"BTC";"0.01385485"
"29-04-2020 11:54:12";"Otrzymanie środków z transakcji na rachunek";"0.00428537";"BTC";"0.01386771"
"29-04-2020 11:54:12";"Pobranie środków z transakcji z rachunku";"-143.55";"PLN";"0.01"
"28-04-2020 00:59:46";"Pobranie prowizji za transakcję";"-0.20";"PLN";"143.56"
"28-04-2020 00:59:46";"Otrzymanie środków z transakcji na rachunek";"66.54";"PLN";"143.76"
"28-04-2020 00:59:46";"Pobranie środków z transakcji z rachunku";"-0.08046615";"ETH";"0.00"
"26-04-2020 14:04:55";"Pobranie prowizji za transakcję";"-0.00024213";"ETH";"0.08046615"
"26-04-2020 14:04:55";"Otrzymanie środków z transakcji na rachunek";"0.08070828";"ETH";"0.08070828"
"26-04-2020 14:04:54";"Pobranie środków z transakcji z rachunku";"-67.22";"PLN";"77.22"
"23-04-2020 23:24:00";"Pobranie prowizji za transakcję";"-0.14";"PLN";"144.44"
"23-04-2020 23:24:00";"Otrzymanie środków z transakcji na rachunek";"46.18";"PLN";"144.58"
"23-04-2020 23:24:00";"Pobranie środków z transakcji z rachunku";"-230.93668421";"KZC";"0.00"
"23-04-2020 21:39:36";"Pobranie prowizji za transakcję";"-0.30";"PLN";"98.40"
"23-04-2020 21:39:36";"Otrzymanie środków z transakcji na rachunek";"98.70";"PLN";"98.70"
"23-04-2020 21:39:36";"Pobranie środków z transakcji z rachunku";"-0.54835";"LTC";"0.00"
"15-04-2020 13:55:37";"Pobranie prowizji za transakcję";"-0.69489474";"KZC";"230.93668421"
"15-04-2020 13:55:37";"Otrzymanie środków z transakcji na rachunek";"231.63157895";"KZC";"231.63157895"
"15-04-2020 13:55:37";"Pobranie środków z transakcji z rachunku";"-44.01";"PLN";"0.00"
"13-04-2020 16:01:23";"Pobranie prowizji za transakcję";"-0.00000494";"BTC";"0.00958234"
"13-04-2020 16:01:23";"Otrzymanie środków z transakcji na rachunek";"0.00164401";"BTC";"0.00958728"
"13-04-2020 16:01:23";"Pobranie środków z transakcji z rachunku";"-46.68";"PLN";"44.01"
"13-04-2020 13:11:49";"Pobranie prowizji za transakcję";"-0.00165";"LTC";"0.54835"
"13-04-2020 13:11:49";"Otrzymanie środków z transakcji na rachunek";"0.55";"LTC";"0.55"
"13-04-2020 13:11:49";"Pobranie środków z transakcji z rachunku";"-94.32";"PLN";"90.69"
"31-03-2020 11:15:58";"Wpłata na rachunek";"185.00";"PLN";"185.01"
"15-03-2020 00:12:05";"Pobranie prowizji za transakcję";"-0.00001004";"BTC";"0.00794327"
"15-03-2020 00:12:05";"Otrzymanie środków z transakcji na rachunek";"0.00334502";"BTC";"0.00795331"
"15-03-2020 00:12:05";"Pobranie środków z transakcji z rachunku";"-70.57";"PLN";"0.01"
"13-03-2020 13:44:14";"Pobranie prowizji za transakcję";"-0.00001387";"BTC";"0.00460829"
"13-03-2020 13:44:14";"Otrzymanie środków z transakcji na rachunek";"0.00462216";"BTC";"0.00462216"
"13-03-2020 13:44:14";"Pobranie środków z transakcji z rachunku";"-129.42";"PLN";"70.58"
"13-03-2020 12:37:39";"Wpłata na rachunek";"200.00";"PLN";"200.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"GGC";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"SRN";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"ALG";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"LINK";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"NPXS";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"MKR";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"USDC";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"XBX";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"BCP";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"XLM";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"BSV";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"LML";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"BOB";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"EXY";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"AMLT";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"TRX";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"NEU";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"PAY";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"REP";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"BAT";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"ZRX";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"GNT";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"FTO";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"OMG";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"XMR";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"ZEC";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"XIN";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"XRP";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"KZC";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"BTG";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"DASH";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"GAME";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"BCC";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"LSK";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"ETH";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"LTC";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"BTC";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"GBP";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"USD";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"EUR";"0.00"
"12-03-2020 01:01:42";"Utworzenie rachunku";"0.00";"PLN";"0.00"
