Data operacji;Rodzaj;Wartość;Waluta;Saldo całkowite po operacji
"23-01-2021 22:21:17";"Pobranie środków z transakcji z rachunku";"-74.03";"PLN";"3039.67"
"23-01-2021 22:21:17";"Pobranie prowizji za transakcję";"-0.01958014";"OMG";"5.27234724"
"23-01-2021 22:21:17";"Otrzymanie środków z transakcji na rachunek";"5.29192738";"OMG";"5.29192738"
"23-01-2021 22:07:45";"Pobranie prowizji za transakcję";"-0.000979";"ETH";"0.59750889"
"23-01-2021 22:07:45";"Otrzymanie środków z transakcji na rachunek";"0.39159758";"ETH";"0.59848789"
"23-01-2021 22:07:45";"Pobranie środków z transakcji z rachunku";"-1828.76";"PLN";"3113.70"
"23-01-2021 22:05:08";"Pobranie prowizji za transakcję";"-0.00051853";"ETH";"0.20689031"
"23-01-2021 22:05:08";"Otrzymanie środków z transakcji na rachunek";"0.20740884";"ETH";"0.20740884"
"23-01-2021 22:05:08";"Pobranie środków z transakcji z rachunku";"-968.59";"PLN";"4942.46"
"23-01-2021 22:01:44";"Pobranie prowizji za transakcję";"-6.51";"PLN";"5911.05"
"23-01-2021 22:01:44";"Otrzymanie środków z transakcji na rachunek";"2600.97";"PLN";"5917.56"
"23-01-2021 22:01:44";"Pobranie środków z transakcji z rachunku";"-0.02163873";"BTC";"0.04916179"
"23-01-2021 22:00:46";"Pobranie prowizji za transakcję";"-0.19";"PLN";"3316.59"
"23-01-2021 22:00:46";"Otrzymanie środków z transakcji na rachunek";"73.28";"PLN";"3316.78"
"23-01-2021 22:00:46";"Pobranie środków z transakcji z rachunku";"-0.00060973";"BTC";"0.07080052"
"23-01-2021 22:00:13";"Pobranie prowizji za transakcję";"-0.25";"PLN";"3243.50"
"23-01-2021 22:00:13";"Otrzymanie środków z transakcji na rachunek";"99.99";"PLN";"3243.75"
"23-01-2021 22:00:13";"Pobranie środków z transakcji z rachunku";"-0.00083194";"BTC";"0.07141025"
"23-01-2021 22:00:02";"Pobranie prowizji za transakcję";"-0.08";"PLN";"3143.76"
"23-01-2021 22:00:02";"Otrzymanie środków z transakcji na rachunek";"30.14";"PLN";"3143.84"
"23-01-2021 22:00:02";"Pobranie środków z transakcji z rachunku";"-0.00025082";"BTC";"0.07224219"
"23-01-2021 21:56:30";"Pobranie prowizji za transakcję";"-4.99";"PLN";"3113.70"
"23-01-2021 21:56:30";"Otrzymanie środków z transakcji na rachunek";"1994.04";"PLN";"3118.69"
"23-01-2021 21:56:30";"Pobranie środków z transakcji z rachunku";"-0.01658943";"BTC";"0.07249301"
"23-01-2021 21:55:54";"Pobranie prowizji za transakcję";"-0.04";"PLN";"1124.65"
"23-01-2021 21:55:54";"Otrzymanie środków z transakcji na rachunek";"12.06";"PLN";"1124.69"
"23-01-2021 21:55:54";"Pobranie środków z transakcji z rachunku";"-0.00010041";"BTC";"0.08908244"
"23-01-2021 21:54:19";"Pobranie prowizji za transakcję";"-2.28";"PLN";"1112.63"
"23-01-2021 21:54:19";"Otrzymanie środków z transakcji na rachunek";"911.04";"PLN";"1114.91"
"23-01-2021 21:54:19";"Pobranie środków z transakcji z rachunku";"-0.00757945";"BTC";"0.08918285"
"23-01-2021 21:52:49";"Pobranie prowizji za transakcję";"-0.23";"PLN";"203.87"
"23-01-2021 21:52:49";"Otrzymanie środków z transakcji na rachunek";"91.76";"PLN";"204.10"
"23-01-2021 21:52:49";"Pobranie środków z transakcji z rachunku";"-0.00076345";"BTC";"0.0967623"
"23-01-2021 21:52:46";"Pobranie prowizji za transakcję";"-0.24";"PLN";"112.34"
"23-01-2021 21:52:46";"Otrzymanie środków z transakcji na rachunek";"95.90";"PLN";"112.58"
"23-01-2021 21:52:46";"Pobranie środków z transakcji z rachunku";"-0.00079784";"BTC";"0.09752575"
"20-01-2021 02:09:57";"Pobranie środków z transakcji z rachunku";"-4503.02";"PLN";"16.68"
"20-01-2021 02:09:57";"Pobranie prowizji za transakcję";"-0.00012238";"BTC";"0.09832359"
"20-01-2021 02:09:57";"Otrzymanie środków z transakcji na rachunek";"0.033074";"BTC";"0.09844597"
"20-01-2021 01:38:46";"Pobranie prowizji za transakcję";"-0.17";"PLN";"4519.70"
"20-01-2021 01:38:46";"Otrzymanie środków z transakcji na rachunek";"67.19";"PLN";"4519.87"
"20-01-2021 01:38:46";"Pobranie środków z transakcji z rachunku";"-4.48590359";"OMG";"0.00"
"20-01-2021 01:38:36";"Pobranie prowizji za transakcję";"-5.30";"PLN";"4452.68"
"20-01-2021 01:38:36";"Otrzymanie środków z transakcji na rachunek";"2116.67";"PLN";"4457.98"
"20-01-2021 01:38:36";"Pobranie środków z transakcji z rachunku";"-141.30";"OMG";"4.48590359"
"18-01-2021 06:03:12";"Pobranie prowizji za transakcję";"-4.09";"PLN";"2341.31"
"18-01-2021 06:03:12";"Otrzymanie środków z transakcji na rachunek";"1633.34";"PLN";"2345.40"
"18-01-2021 06:03:12";"Pobranie środków z transakcji z rachunku";"-101.4498677";"OMG";"145.78590359"
"18-01-2021 06:02:56";"Pobranie prowizji za transakcję";"-1.79";"PLN";"712.06"
"18-01-2021 06:02:56";"Otrzymanie środków z transakcji na rachunek";"713.81";"PLN";"713.85"
"18-01-2021 06:02:56";"Pobranie środków z transakcji z rachunku";"-44.33603589";"OMG";"247.23577129"
"16-01-2021 02:35:32";"Pobranie prowizji za transakcję";"-0.00362746";"OMG";"291.57180718"
"16-01-2021 02:35:32";"Otrzymanie środków z transakcji na rachunek";"1.450983";"OMG";"291.57543464"
"16-01-2021 02:35:32";"Pobranie środków z transakcji z rachunku";"-19.80";"PLN";"0.04"
"16-01-2021 02:35:21";"Pobranie prowizji za transakcję";"-0.00657738";"OMG";"290.12445164"
"16-01-2021 02:35:20";"Otrzymanie środków z transakcji na rachunek";"2.630952";"OMG";"290.13102902"
"16-01-2021 02:35:20";"Pobranie środków z transakcji z rachunku";"-35.91";"PLN";"19.84"
"16-01-2021 02:16:09";"Pobranie prowizji za transakcję";"-0.07945889";"OMG";"287.50007702"
"16-01-2021 02:16:09";"Otrzymanie środków z transakcji na rachunek";"31.78355575";"OMG";"287.57953591"
"16-01-2021 02:16:09";"Pobranie środków z transakcji z rachunku";"-433.84";"PLN";"55.75"
"16-01-2021 02:16:08";"Pobranie prowizji za transakcję";"-0.07945889";"OMG";"255.79598016"
"16-01-2021 02:16:08";"Otrzymanie środków z transakcji na rachunek";"31.78355575";"OMG";"255.87543905"
"16-01-2021 02:16:08";"Pobranie środków z transakcji z rachunku";"-433.84";"PLN";"489.59"
"16-01-2021 02:16:07";"Pobranie prowizji za transakcję";"-0.07945064";"OMG";"224.0918833"
"16-01-2021 02:16:07";"Otrzymanie środków z transakcji na rachunek";"31.78025493";"OMG";"224.17133394"
"16-01-2021 02:16:07";"Pobranie środków z transakcji z rachunku";"-433.80";"PLN";"923.43"
"16-01-2021 02:15:55";"Pobranie prowizji za transakcję";"-0.32013459";"OMG";"192.39107901"
"16-01-2021 02:15:55";"Otrzymanie środków z transakcji na rachunek";"128.05383373";"OMG";"192.7112136"
"16-01-2021 02:15:55";"Pobranie środków z transakcji z rachunku";"-1747.93";"PLN";"1357.23"
"16-01-2021 02:15:48";"Pobranie prowizji za transakcję";"-0.07945889";"OMG";"64.65737987"
"16-01-2021 02:15:48";"Otrzymanie środków z transakcji na rachunek";"31.78355575";"OMG";"64.73683876"
"16-01-2021 02:15:48";"Pobranie środków z transakcji z rachunku";"-433.84";"PLN";"3105.16"
"16-01-2021 02:15:47";"Pobranie prowizji za transakcję";"-0.05785065";"OMG";"32.95328301"
"16-01-2021 02:15:47";"Otrzymanie środków z transakcji na rachunek";"23.14025755";"OMG";"33.01113366"
"16-01-2021 02:15:47";"Pobranie środków z transakcji z rachunku";"-315.86";"PLN";"3539.00"
"16-01-2021 02:12:11";"Pobranie prowizji za transakcję";"-0.02473904";"OMG";"9.87087611"
"16-01-2021 02:12:11";"Otrzymanie środków z transakcji na rachunek";"9.89561515";"OMG";"9.89561515"
"16-01-2021 02:12:11";"Pobranie środków z transakcji z rachunku";"-135.07";"PLN";"3854.86"
"16-01-2021 02:10:20";"Pobranie prowizji za transakcję";"-1.88";"PLN";"3989.93"
"16-01-2021 02:10:20";"Otrzymanie środków z transakcji na rachunek";"748.87";"PLN";"3991.81"
"16-01-2021 02:10:20";"Pobranie środków z transakcji z rachunku";"-0.00532438";"BTC";"0.06537197"
"16-01-2021 02:10:18";"Pobranie prowizji za transakcję";"-0.06";"PLN";"3242.94"
"16-01-2021 02:10:18";"Otrzymanie środków z transakcji na rachunek";"22.07";"PLN";"3243.00"
"16-01-2021 02:10:18";"Pobranie środków z transakcji z rachunku";"-0.00015693";"BTC";"0.07069635"
"16-01-2021 02:09:56";"Pobranie prowizji za transakcję";"-1.09";"PLN";"3220.93"
"16-01-2021 02:09:56";"Otrzymanie środków z transakcji na rachunek";"432.75";"PLN";"3222.02"
"16-01-2021 02:09:56";"Pobranie środków z transakcji z rachunku";"-0.00307679";"BTC";"0.07085328"
"16-01-2021 02:09:55";"Pobranie prowizji za transakcję";"-1.09";"PLN";"2789.27"
"16-01-2021 02:09:55";"Otrzymanie środków z transakcji na rachunek";"432.75";"PLN";"2790.36"
"16-01-2021 02:09:55";"Pobranie środków z transakcji z rachunku";"-0.00307679";"BTC";"0.07393007"
"16-01-2021 02:09:55";"Pobranie prowizji za transakcję";"-0.50";"PLN";"2357.61"
"16-01-2021 02:09:55";"Otrzymanie środków z transakcji na rachunek";"199.80";"PLN";"2358.11"
"16-01-2021 02:09:55";"Pobranie środków z transakcji z rachunku";"-0.00142055";"BTC";"0.07700686"
"16-01-2021 02:09:54";"Pobranie prowizji za transakcję";"-1.09";"PLN";"2158.31"
"16-01-2021 02:09:54";"Otrzymanie środków z transakcji na rachunek";"432.75";"PLN";"2159.40"
"16-01-2021 02:09:54";"Pobranie środków z transakcji z rachunku";"-0.00307679";"BTC";"0.07842741"
"16-01-2021 02:09:53";"Pobranie prowizji za transakcję";"-1.09";"PLN";"1726.65"
"16-01-2021 02:09:53";"Otrzymanie środków z transakcji na rachunek";"432.75";"PLN";"1727.74"
"16-01-2021 02:09:53";"Pobranie środków z transakcji z rachunku";"-0.00307679";"BTC";"0.0815042"
"16-01-2021 02:09:51";"Pobranie prowizji za transakcję";"-1.09";"PLN";"1294.99"
"16-01-2021 02:09:51";"Otrzymanie środków z transakcji na rachunek";"432.75";"PLN";"1296.08"
"16-01-2021 02:09:51";"Pobranie środków z transakcji z rachunku";"-0.00307679";"BTC";"0.08458099"
"16-01-2021 02:09:50";"Pobranie prowizji za transakcję";"-1.09";"PLN";"863.33"
"16-01-2021 02:09:50";"Otrzymanie środków z transakcji na rachunek";"432.75";"PLN";"864.42"
"16-01-2021 02:09:50";"Pobranie środków z transakcji z rachunku";"-0.00307679";"BTC";"0.08765778"
"16-01-2021 02:09:49";"Pobranie prowizji za transakcję";"-1.09";"PLN";"431.67"
"16-01-2021 02:09:49";"Otrzymanie środków z transakcji na rachunek";"432.75";"PLN";"432.76"
"16-01-2021 02:09:49";"Pobranie środków z transakcji z rachunku";"-0.00307679";"BTC";"0.09073457"
"15-01-2021 16:38:07";"Pobranie prowizji za transakcję";"-0.00010722";"BTC";"0.09381136"
"15-01-2021 16:38:07";"Otrzymanie środków z transakcji na rachunek";"0.04123624";"BTC";"0.09391858"
"15-01-2021 16:38:07";"Pobranie środków z transakcji z rachunku";"-5575.13";"PLN";"0.01"
"15-01-2021 14:16:24";"Pobranie prowizji za transakcję";"-0.00001851";"BTC";"0.05268234"
"15-01-2021 14:16:24";"Otrzymanie środków z transakcji na rachunek";"0.00711744";"BTC";"0.05270085"
"15-01-2021 14:16:24";"Pobranie środków z transakcji z rachunku";"-1000.00";"PLN";"5575.14"
"15-01-2021 13:45:34";"Pobranie prowizji za transakcję";"-5.39";"PLN";"6575.14"
"15-01-2021 13:45:34";"Otrzymanie środków z transakcji na rachunek";"2070.74";"PLN";"6580.53"
"15-01-2021 13:45:34";"Pobranie środków z transakcji z rachunku";"-0.45812869";"ETH";"0.00"
"15-01-2021 13:31:46";"Pobranie prowizji za transakcję";"-11.76";"PLN";"4509.79"
"15-01-2021 13:31:46";"Otrzymanie środków z transakcji na rachunek";"4520.00";"PLN";"4521.55"
"15-01-2021 13:31:46";"Pobranie środków z transakcji z rachunku";"-1.00";"ETH";"0.45812869"
"14-01-2021 15:20:47";"Pobranie prowizji za transakcję";"-0.0004224";"ETH";"1.45812869"
"14-01-2021 15:20:47";"Otrzymanie środków z transakcji na rachunek";"0.16245786";"ETH";"1.45855109"
"14-01-2021 15:20:47";"Pobranie środków z transakcji z rachunku";"-731.06";"PLN";"1.55"
"14-01-2021 15:16:42";"Pobranie prowizji za transakcję";"-1.91";"PLN";"732.61"
"14-01-2021 15:16:42";"Otrzymanie środków z transakcji na rachunek";"734.51";"PLN";"734.52"
"14-01-2021 15:16:42";"Pobranie środków z transakcji z rachunku";"-0.005";"BTC";"0.04558341"
"13-01-2021 19:02:55";"Pobranie prowizji za transakcję";"-0.00129749";"ETH";"1.29609323"
"13-01-2021 19:02:55";"Otrzymanie środków z transakcji na rachunek";"0.49903094";"ETH";"1.29739072"
"13-01-2021 19:02:55";"Pobranie środków z transakcji z rachunku";"-2017.08";"PLN";"0.01"
"13-01-2021 18:40:42";"Pobranie prowizji za transakcję";"-0.00013";"ETH";"0.79835978"
"13-01-2021 18:40:42";"Otrzymanie środków z transakcji na rachunek";"0.05";"ETH";"0.79848978"
"13-01-2021 18:40:42";"Pobranie środków z transakcji z rachunku";"-202.10";"PLN";"2017.09"
"13-01-2021 18:39:31";"Pobranie prowizji za transakcję";"-0.00064734";"ETH";"0.74848978"
"13-01-2021 18:39:31";"Otrzymanie środków z transakcji na rachunek";"0.248975";"ETH";"0.74913712"
"13-01-2021 18:39:31";"Pobranie środków z transakcji z rachunku";"-1006.35";"PLN";"2219.19"
"13-01-2021 18:38:13";"Pobranie prowizji za transakcję";"-0.00013621";"ETH";"0.50016212"
"13-01-2021 18:38:13";"Otrzymanie środków z transakcji na rachunek";"0.05238593";"ETH";"0.50029833"
"13-01-2021 18:38:13";"Pobranie środków z transakcji z rachunku";"-212.26";"PLN";"3225.54"
"13-01-2021 18:37:04";"Pobranie prowizji za transakcję";"-0.00116761";"ETH";"0.4479124"
"13-01-2021 18:37:04";"Otrzymanie środków z transakcji na rachunek";"0.44908001";"ETH";"0.44908001"
"13-01-2021 18:37:04";"Pobranie środków z transakcji z rachunku";"-1819.67";"PLN";"3437.80"
"13-01-2021 11:12:01";"Pobranie prowizji za transakcję";"-2.60";"PLN";"5257.47"
"13-01-2021 11:12:01";"Otrzymanie środków z transakcji na rachunek";"961.36";"PLN";"5260.07"
"13-01-2021 11:12:01";"Pobranie środków z transakcji z rachunku";"-0.00740087";"BTC";"0.05058341"
